,Ex,filename,filepath,gtpath,LCDP
rb79e9698t,-1,rb79e9698t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb79e9698t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb79e9698t.png,LCDP
a0973-WP_CRW_8501,-1,a0973-WP_CRW_8501.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0973-WP_CRW_8501.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0973-WP_CRW_8501.png,LCDP
r5aff995at,-1,r5aff995at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5aff995at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5aff995at.png,LCDP
rab1695eat,-1,rab1695eat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rab1695eat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rab1695eat.png,LCDP
a3997-kme_081,-1,a3997-kme_081.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3997-kme_081.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3997-kme_081.png,LCDP
a4652-20090426_at_13h41m51__MG_0472,-1,a4652-20090426_at_13h41m51__MG_0472.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4652-20090426_at_13h41m51__MG_0472.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4652-20090426_at_13h41m51__MG_0472.png,LCDP
r38fc9a71t,-1,r38fc9a71t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r38fc9a71t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r38fc9a71t.png,LCDP
a3876-dgw_114,1,a3876-dgw_114.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3876-dgw_114.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3876-dgw_114.png,LCDP
r3135cb14t,-1,r3135cb14t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3135cb14t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3135cb14t.png,LCDP
rdfaef32bt,-1,rdfaef32bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rdfaef32bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rdfaef32bt.png,LCDP
a1203-Ja_Pe-84,-1,a1203-Ja_Pe-84.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1203-Ja_Pe-84.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1203-Ja_Pe-84.png,LCDP
a3753-dgw_073,-1,a3753-dgw_073.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3753-dgw_073.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3753-dgw_073.png,LCDP
a4083-kme_319,-1,a4083-kme_319.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4083-kme_319.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4083-kme_319.png,LCDP
rf90044e5t,1,rf90044e5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf90044e5t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf90044e5t.png,LCDP
a2593-WP_CRW_4647,-1,a2593-WP_CRW_4647.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2593-WP_CRW_4647.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2593-WP_CRW_4647.png,LCDP
a2553-IMG_1852,1,a2553-IMG_1852.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2553-IMG_1852.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2553-IMG_1852.png,LCDP
a3716-IMG_0301,-1,a3716-IMG_0301.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3716-IMG_0301.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3716-IMG_0301.png,LCDP
r3e81937at,-1,r3e81937at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3e81937at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3e81937at.png,LCDP
a4955-_DGW0261,1,a4955-_DGW0261.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4955-_DGW0261.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4955-_DGW0261.png,LCDP
a0043-07-11-27-at-12h09m46s-_MG_7307,-1,a0043-07-11-27-at-12h09m46s-_MG_7307.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0043-07-11-27-at-12h09m46s-_MG_7307.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0043-07-11-27-at-12h09m46s-_MG_7307.png,LCDP
r3979811bt,1,r3979811bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3979811bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3979811bt.png,LCDP
a3761-_DGW6383,1,a3761-_DGW6383.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3761-_DGW6383.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3761-_DGW6383.png,LCDP
a2223-jmac_DSC1311 (1),1,a2223-jmac_DSC1311 (1).png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2223-jmac_DSC1311 (1).png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2223-jmac_DSC1311 (1).png,LCDP
a3743-DSC_0038,-1,a3743-DSC_0038.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3743-DSC_0038.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3743-DSC_0038.png,LCDP
rd0e798cat,-1,rd0e798cat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd0e798cat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd0e798cat.png,LCDP
a2914-WP_CRW_2888,1,a2914-WP_CRW_2888.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2914-WP_CRW_2888.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2914-WP_CRW_2888.png,LCDP
a1975-dgw_075,1,a1975-dgw_075.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1975-dgw_075.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1975-dgw_075.png,LCDP
a3194-jmacdscf0029,-1,a3194-jmacdscf0029.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3194-jmacdscf0029.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3194-jmacdscf0029.png,LCDP
a2978-WP_CRW_2889,-1,a2978-WP_CRW_2889.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2978-WP_CRW_2889.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2978-WP_CRW_2889.png,LCDP
r8b0e5691t,1,r8b0e5691t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r8b0e5691t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r8b0e5691t.png,LCDP
r42c4261et,1,r42c4261et.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r42c4261et.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r42c4261et.png,LCDP
r0b17fd57t,1,r0b17fd57t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r0b17fd57t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r0b17fd57t.png,LCDP
a0370-JI2E4435,-1,a0370-JI2E4435.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0370-JI2E4435.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0370-JI2E4435.png,LCDP
a0340-kme_373,-1,a0340-kme_373.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0340-kme_373.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0340-kme_373.png,LCDP
a4242-_DSC0051,-1,a4242-_DSC0051.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4242-_DSC0051.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4242-_DSC0051.png,LCDP
r6c0efa3bt,1,r6c0efa3bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r6c0efa3bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r6c0efa3bt.png,LCDP
a3271-dgw_125,1,a3271-dgw_125.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3271-dgw_125.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3271-dgw_125.png,LCDP
a4426-_DGW9439,-1,a4426-_DGW9439.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4426-_DGW9439.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4426-_DGW9439.png,LCDP
a2671-_DSC0015,-1,a2671-_DSC0015.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2671-_DSC0015.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2671-_DSC0015.png,LCDP
r5c5d1e04t,-1,r5c5d1e04t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5c5d1e04t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5c5d1e04t.png,LCDP
a3586-IMG_4591,-1,a3586-IMG_4591.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3586-IMG_4591.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3586-IMG_4591.png,LCDP
re92883fat,-1,re92883fat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re92883fat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re92883fat.png,LCDP
rfc53d12ft,-1,rfc53d12ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rfc53d12ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rfc53d12ft.png,LCDP
a2209-kme_271,-1,a2209-kme_271.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2209-kme_271.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2209-kme_271.png,LCDP
a3454-07-11-28-at-15h56m18s-_MG_7736,-1,a3454-07-11-28-at-15h56m18s-_MG_7736.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3454-07-11-28-at-15h56m18s-_MG_7736.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3454-07-11-28-at-15h56m18s-_MG_7736.png,LCDP
a1605-NKIM_MG_8179,-1,a1605-NKIM_MG_8179.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1605-NKIM_MG_8179.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1605-NKIM_MG_8179.png,LCDP
a0384-060819_065910__M6A0015,-1,a0384-060819_065910__M6A0015.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0384-060819_065910__M6A0015.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0384-060819_065910__M6A0015.png,LCDP
a4850-_DGW9453,-1,a4850-_DGW9453.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4850-_DGW9453.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4850-_DGW9453.png,LCDP
rce190a06t,1,rce190a06t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rce190a06t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rce190a06t.png,LCDP
r22f4b2c9t,-1,r22f4b2c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r22f4b2c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r22f4b2c9t.png,LCDP
rb6395581t,-1,rb6395581t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb6395581t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb6395581t.png,LCDP
a3140-dgw_096,-1,a3140-dgw_096.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3140-dgw_096.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3140-dgw_096.png,LCDP
a4260-kme_0309,-1,a4260-kme_0309.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4260-kme_0309.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4260-kme_0309.png,LCDP
a2858-GrassleyCase-5374,-1,a2858-GrassleyCase-5374.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2858-GrassleyCase-5374.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2858-GrassleyCase-5374.png,LCDP
a4098-dvf_073,-1,a4098-dvf_073.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4098-dvf_073.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4098-dvf_073.png,LCDP
r51d8ffb4t,-1,r51d8ffb4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r51d8ffb4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r51d8ffb4t.png,LCDP
r48424d8bt,-1,r48424d8bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r48424d8bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r48424d8bt.png,LCDP
a4825-DSC_0127,-1,a4825-DSC_0127.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4825-DSC_0127.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4825-DSC_0127.png,LCDP
a3211-IMG_3947,-1,a3211-IMG_3947.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3211-IMG_3947.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3211-IMG_3947.png,LCDP
a4234-DSC_0122,-1,a4234-DSC_0122.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4234-DSC_0122.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4234-DSC_0122.png,LCDP
a0135-IMG_2595,-1,a0135-IMG_2595.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0135-IMG_2595.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0135-IMG_2595.png,LCDP
rbfb583c9t,1,rbfb583c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rbfb583c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rbfb583c9t.png,LCDP
r5bd364c4t,-1,r5bd364c4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5bd364c4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5bd364c4t.png,LCDP
r890d5d26t,-1,r890d5d26t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r890d5d26t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r890d5d26t.png,LCDP
a3002-MB_060708_203,1,a3002-MB_060708_203.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3002-MB_060708_203.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3002-MB_060708_203.png,LCDP
ree654328t,-1,ree654328t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ree654328t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ree654328t.png,LCDP
r2b6e297ft,-1,r2b6e297ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2b6e297ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2b6e297ft.png,LCDP
a3079-_MG_7179,-1,a3079-_MG_7179.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3079-_MG_7179.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3079-_MG_7179.png,LCDP
rf4021da3t,-1,rf4021da3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf4021da3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf4021da3t.png,LCDP
a4373-DSC_0050-2,-1,a4373-DSC_0050-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4373-DSC_0050-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4373-DSC_0050-2.png,LCDP
a3185-07-11-30-at-15h00m26s-_MG_8241,-1,a3185-07-11-30-at-15h00m26s-_MG_8241.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3185-07-11-30-at-15h00m26s-_MG_8241.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3185-07-11-30-at-15h00m26s-_MG_8241.png,LCDP
a1199-jmac_MG_5873,-1,a1199-jmac_MG_5873.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1199-jmac_MG_5873.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1199-jmac_MG_5873.png,LCDP
a1464-WP_CRW_0406,-1,a1464-WP_CRW_0406.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1464-WP_CRW_0406.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1464-WP_CRW_0406.png,LCDP
rebdfee12t,-1,rebdfee12t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rebdfee12t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rebdfee12t.png,LCDP
rad9e1078t,1,rad9e1078t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rad9e1078t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rad9e1078t.png,LCDP
r3437c319t,1,r3437c319t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3437c319t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3437c319t.png,LCDP
a1179-IMG_0025,-1,a1179-IMG_0025.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1179-IMG_0025.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1179-IMG_0025.png,LCDP
a4704-Duggan_090503_8779,-1,a4704-Duggan_090503_8779.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4704-Duggan_090503_8779.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4704-Duggan_090503_8779.png,LCDP
r6c282039t,-1,r6c282039t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r6c282039t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r6c282039t.png,LCDP
a0359-IMG_4821,-1,a0359-IMG_4821.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0359-IMG_4821.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0359-IMG_4821.png,LCDP
a4976-_DSC0005,-1,a4976-_DSC0005.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4976-_DSC0005.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4976-_DSC0005.png,LCDP
a1852-_DSC8964,-1,a1852-_DSC8964.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1852-_DSC8964.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1852-_DSC8964.png,LCDP
re02c30cat,-1,re02c30cat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re02c30cat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re02c30cat.png,LCDP
r9a10ee5at,1,r9a10ee5at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9a10ee5at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9a10ee5at.png,LCDP
r601f96act,-1,r601f96act.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r601f96act.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r601f96act.png,LCDP
a1125-07-11-25-at-10h33m49s-_MG_6884,-1,a1125-07-11-25-at-10h33m49s-_MG_6884.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1125-07-11-25-at-10h33m49s-_MG_6884.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1125-07-11-25-at-10h33m49s-_MG_6884.png,LCDP
r2e2262dbt,1,r2e2262dbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2e2262dbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2e2262dbt.png,LCDP
a2950-_DSC4397,-1,a2950-_DSC4397.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2950-_DSC4397.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2950-_DSC4397.png,LCDP
a3030-IMG_1567,-1,a3030-IMG_1567.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3030-IMG_1567.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3030-IMG_1567.png,LCDP
a0609-_MG_3231,1,a0609-_MG_3231.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0609-_MG_3231.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0609-_MG_3231.png,LCDP
r3bb19fedt,-1,r3bb19fedt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3bb19fedt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3bb19fedt.png,LCDP
a0837-dvf_096,-1,a0837-dvf_096.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0837-dvf_096.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0837-dvf_096.png,LCDP
a2670-Ja_Pe-43,-1,a2670-Ja_Pe-43.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2670-Ja_Pe-43.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2670-Ja_Pe-43.png,LCDP
rbafa24fft,-1,rbafa24fft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rbafa24fft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rbafa24fft.png,LCDP
a3627-NKIM_MG_8215,-1,a3627-NKIM_MG_8215.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3627-NKIM_MG_8215.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3627-NKIM_MG_8215.png,LCDP
a4398-Duggan_050709_1062,-1,a4398-Duggan_050709_1062.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4398-Duggan_050709_1062.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4398-Duggan_050709_1062.png,LCDP
a4876-DSC_0043-2,-1,a4876-DSC_0043-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4876-DSC_0043-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4876-DSC_0043-2.png,LCDP
rf488c8dbt,-1,rf488c8dbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf488c8dbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf488c8dbt.png,LCDP
rbafdaf70t,-1,rbafdaf70t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rbafdaf70t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rbafdaf70t.png,LCDP
r1fdae952t,1,r1fdae952t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1fdae952t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1fdae952t.png,LCDP
a0400-NKIM_MG_8342,-1,a0400-NKIM_MG_8342.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0400-NKIM_MG_8342.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0400-NKIM_MG_8342.png,LCDP
r79d2d494t,1,r79d2d494t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r79d2d494t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r79d2d494t.png,LCDP
r7bccaa24t,-1,r7bccaa24t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7bccaa24t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7bccaa24t.png,LCDP
a2300-IMG_5000,1,a2300-IMG_5000.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2300-IMG_5000.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2300-IMG_5000.png,LCDP
a0042-060813_155838__MG_6361,1,a0042-060813_155838__MG_6361.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0042-060813_155838__MG_6361.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0042-060813_155838__MG_6361.png,LCDP
a3825-NKIM_MG_3084,-1,a3825-NKIM_MG_3084.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3825-NKIM_MG_3084.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3825-NKIM_MG_3084.png,LCDP
rf56ce465t,-1,rf56ce465t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf56ce465t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf56ce465t.png,LCDP
r285d6a3ct,-1,r285d6a3ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r285d6a3ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r285d6a3ct.png,LCDP
a3857-IMG_0030,-1,a3857-IMG_0030.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3857-IMG_0030.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3857-IMG_0030.png,LCDP
a1371-IMG_4254,-1,a1371-IMG_4254.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1371-IMG_4254.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1371-IMG_4254.png,LCDP
r6e788c66t,1,r6e788c66t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r6e788c66t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r6e788c66t.png,LCDP
r438f5417t,1,r438f5417t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r438f5417t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r438f5417t.png,LCDP
a2244-jmac_DSC2985,-1,a2244-jmac_DSC2985.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2244-jmac_DSC2985.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2244-jmac_DSC2985.png,LCDP
rc8376496t,1,rc8376496t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc8376496t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc8376496t.png,LCDP
a3554-dgw_103,1,a3554-dgw_103.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3554-dgw_103.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3554-dgw_103.png,LCDP
r066358d3t,-1,r066358d3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r066358d3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r066358d3t.png,LCDP
a1397-LSstone_060806_8957,-1,a1397-LSstone_060806_8957.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1397-LSstone_060806_8957.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1397-LSstone_060806_8957.png,LCDP
a2854-NKIM_MG_7374,1,a2854-NKIM_MG_7374.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2854-NKIM_MG_7374.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2854-NKIM_MG_7374.png,LCDP
a4342-DSC_0043,-1,a4342-DSC_0043.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4342-DSC_0043.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4342-DSC_0043.png,LCDP
reb6a7065t,-1,reb6a7065t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/reb6a7065t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/reb6a7065t.png,LCDP
a2305-WP_CRW_1060,-1,a2305-WP_CRW_1060.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2305-WP_CRW_1060.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2305-WP_CRW_1060.png,LCDP
rd0e987d4t,-1,rd0e987d4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd0e987d4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd0e987d4t.png,LCDP
a4381-_DGW9028,-1,a4381-_DGW9028.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4381-_DGW9028.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4381-_DGW9028.png,LCDP
ra4a6f7a0t,-1,ra4a6f7a0t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ra4a6f7a0t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ra4a6f7a0t.png,LCDP
