,Ex,filename,filepath,gtpath,SICEV2
29,1,29.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/29.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/29.JPG,SICEV2
403,-1,403.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/403.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/403.JPG,SICEV2
403,1,403.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/403.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/403.JPG,SICEV2
83,-1,83.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/83.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/83.JPG,SICEV2
83,1,83.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/83.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/83.JPG,SICEV2
136,-1,136.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/136.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/136.JPG,SICEV2
136,1,136.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/136.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/136.JPG,SICEV2
206,-1,206.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/206.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/206.JPG,SICEV2
206,1,206.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/206.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/206.JPG,SICEV2
247,-1,247.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/247.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/247.JPG,SICEV2
247,1,247.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/247.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/247.JPG,SICEV2
545,-1,545.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/545.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/545.JPG,SICEV2
545,1,545.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/545.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/545.JPG,SICEV2
240,-1,240.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/240.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/240.JPG,SICEV2
240,1,240.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/240.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/240.JPG,SICEV2
363,-1,363.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/363.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/363.JPG,SICEV2
363,1,363.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/363.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/363.JPG,SICEV2
116,-1,116.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/116.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/116.JPG,SICEV2
116,1,116.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/116.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/116.JPG,SICEV2
578,-1,578.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/578.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/578.JPG,SICEV2
578,1,578.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/578.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/578.JPG,SICEV2
299,-1,299.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/299.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/299.JPG,SICEV2
299,1,299.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/299.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/299.JPG,SICEV2
180,-1,180.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/180.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/180.JPG,SICEV2
180,1,180.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/180.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/180.JPG,SICEV2
2,-1,2.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/2.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/2.JPG,SICEV2
2,1,2.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/2.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/2.JPG,SICEV2
114,-1,114.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/114.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/114.JPG,SICEV2
114,1,114.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/114.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/114.JPG,SICEV2
239,-1,239.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/239.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/239.JPG,SICEV2
239,1,239.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/239.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/239.JPG,SICEV2
550,-1,550.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/550.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/550.JPG,SICEV2
550,1,550.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/550.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/550.JPG,SICEV2
165,-1,165.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/165.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/165.JPG,SICEV2
165,1,165.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/165.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/165.JPG,SICEV2
443,-1,443.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/443.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/443.JPG,SICEV2
443,1,443.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/443.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/443.JPG,SICEV2
153,-1,153.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/153.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/153.JPG,SICEV2
153,1,153.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/153.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/153.JPG,SICEV2
208,-1,208.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/208.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/208.JPG,SICEV2
208,1,208.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/208.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/208.JPG,SICEV2
423,-1,423.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/423.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/423.JPG,SICEV2
423,1,423.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/423.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/423.JPG,SICEV2
493,-1,493.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/493.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/493.JPG,SICEV2
493,1,493.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/493.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/493.JPG,SICEV2
271,-1,271.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/271.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/271.JPG,SICEV2
271,1,271.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/271.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/271.JPG,SICEV2
101,-1,101.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/101.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/101.JPG,SICEV2
101,1,101.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/101.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/101.JPG,SICEV2
393,-1,393.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/393.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/393.JPG,SICEV2
393,1,393.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/393.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/393.JPG,SICEV2
457,-1,457.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/457.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/457.JPG,SICEV2
457,1,457.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/457.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/457.JPG,SICEV2
381,-1,381.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/381.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/381.JPG,SICEV2
381,1,381.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/381.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/381.JPG,SICEV2
108,-1,108.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/108.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/108.JPG,SICEV2
108,1,108.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/108.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/108.JPG,SICEV2
327,-1,327.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/327.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/327.JPG,SICEV2
327,1,327.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/327.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/327.JPG,SICEV2
122,-1,122.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/122.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/122.JPG,SICEV2
122,1,122.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/122.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/122.JPG,SICEV2
439,-1,439.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/439.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/439.JPG,SICEV2
439,1,439.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/439.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/439.JPG,SICEV2
244,-1,244.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/244.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/244.JPG,SICEV2
244,1,244.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/244.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/244.JPG,SICEV2
209,-1,209.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/209.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/209.JPG,SICEV2
209,1,209.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/209.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/209.JPG,SICEV2
515,-1,515.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/515.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/515.JPG,SICEV2
515,1,515.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/515.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/515.JPG,SICEV2
188,-1,188.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/188.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/188.JPG,SICEV2
188,1,188.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/188.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/188.JPG,SICEV2
258,-1,258.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/258.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/258.JPG,SICEV2
258,1,258.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/258.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/258.JPG,SICEV2
174,-1,174.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/174.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/174.JPG,SICEV2
174,1,174.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/174.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/174.JPG,SICEV2
338,-1,338.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/338.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/338.JPG,SICEV2
338,1,338.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/338.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/338.JPG,SICEV2
191,-1,191.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/191.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/191.JPG,SICEV2
191,1,191.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/191.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/191.JPG,SICEV2
330,-1,330.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/330.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/330.JPG,SICEV2
330,1,330.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/330.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/330.JPG,SICEV2
295,-1,295.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/295.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/295.JPG,SICEV2
295,1,295.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/295.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/295.JPG,SICEV2
559,-1,559.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/559.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/559.JPG,SICEV2
559,1,559.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/559.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/559.JPG,SICEV2
28,-1,28.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/28.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/28.JPG,SICEV2
28,1,28.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/28.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/28.JPG,SICEV2
200,-1,200.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/200.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/200.JPG,SICEV2
200,1,200.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/200.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/200.JPG,SICEV2
162,-1,162.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/162.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/162.JPG,SICEV2
162,1,162.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/162.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/162.JPG,SICEV2
501,-1,501.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/501.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/501.JPG,SICEV2
501,1,501.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/501.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/501.JPG,SICEV2
348,-1,348.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/348.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/348.JPG,SICEV2
348,1,348.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/348.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/348.JPG,SICEV2
7,-1,7.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/7.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/7.JPG,SICEV2
7,1,7.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/7.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/7.JPG,SICEV2
78,-1,78.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/78.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/78.JPG,SICEV2
78,1,78.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/78.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/78.JPG,SICEV2
248,-1,248.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/248.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/248.JPG,SICEV2
248,1,248.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/248.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/248.JPG,SICEV2
523,-1,523.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/523.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/523.JPG,SICEV2
523,1,523.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/523.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/523.JPG,SICEV2
392,-1,392.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/392.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/392.JPG,SICEV2
392,1,392.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/392.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/392.JPG,SICEV2
5,-1,5.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/5.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/5.JPG,SICEV2
5,1,5.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/5.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/5.JPG,SICEV2
410,-1,410.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/410.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/410.JPG,SICEV2
410,1,410.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/410.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/410.JPG,SICEV2
260,-1,260.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/260.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/260.JPG,SICEV2
260,1,260.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/260.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/260.JPG,SICEV2
365,-1,365.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/365.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/365.JPG,SICEV2
365,1,365.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/365.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/365.JPG,SICEV2
223,-1,223.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/223.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/223.JPG,SICEV2
223,1,223.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/223.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/223.JPG,SICEV2
495,-1,495.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/495.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/495.JPG,SICEV2
495,1,495.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/495.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/495.JPG,SICEV2
349,-1,349.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/349.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/349.JPG,SICEV2
349,1,349.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/349.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/349.JPG,SICEV2
437,-1,437.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/437.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/437.JPG,SICEV2
437,1,437.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/437.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/437.JPG,SICEV2
503,-1,503.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/503.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/503.JPG,SICEV2
503,1,503.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/503.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/503.JPG,SICEV2
70,-1,70.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/70.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/70.JPG,SICEV2
70,1,70.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/70.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/70.JPG,SICEV2
275,-1,275.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/275.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/275.JPG,SICEV2
275,1,275.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/275.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/275.JPG,SICEV2
453,-1,453.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/453.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/453.JPG,SICEV2
453,1,453.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/453.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/453.JPG,SICEV2
430,-1,430.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/430.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/430.JPG,SICEV2
430,1,430.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/430.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/430.JPG,SICEV2
526,-1,526.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/526.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/526.JPG,SICEV2
526,1,526.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/526.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/526.JPG,SICEV2
531,-1,531.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/531.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/531.JPG,SICEV2
531,1,531.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/531.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/531.JPG,SICEV2
428,-1,428.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/428.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/428.JPG,SICEV2
428,1,428.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/428.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/428.JPG,SICEV2
435,-1,435.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/435.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/435.JPG,SICEV2
435,1,435.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/435.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/435.JPG,SICEV2
161,-1,161.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/161.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/161.JPG,SICEV2
161,1,161.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/161.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/161.JPG,SICEV2
63,-1,63.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/63.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/63.JPG,SICEV2
63,1,63.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/63.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/63.JPG,SICEV2
405,-1,405.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/405.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/405.JPG,SICEV2
405,1,405.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/405.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/405.JPG,SICEV2
383,-1,383.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/383.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/383.JPG,SICEV2
383,1,383.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/383.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/383.JPG,SICEV2
234,-1,234.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/234.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/234.JPG,SICEV2
234,1,234.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/234.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/234.JPG,SICEV2
142,-1,142.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/142.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/142.JPG,SICEV2
142,1,142.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/142.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/142.JPG,SICEV2
358,-1,358.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/358.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/358.JPG,SICEV2
358,1,358.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/358.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/358.JPG,SICEV2
391,-1,391.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/391.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/391.JPG,SICEV2
391,1,391.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/391.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/391.JPG,SICEV2
339,-1,339.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/339.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/339.JPG,SICEV2
339,1,339.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/339.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/339.JPG,SICEV2
11,-1,11.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/11.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/11.JPG,SICEV2
11,1,11.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/11.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/11.JPG,SICEV2
456,-1,456.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/456.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/456.JPG,SICEV2
456,1,456.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/456.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/456.JPG,SICEV2
41,-1,41.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/41.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/41.JPG,SICEV2
41,1,41.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/41.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/41.JPG,SICEV2
